Company Names,Cars Names,Engines,CC/Battery Capacity,HorsePower,Total Speed,Performance(0 - 100 )KM/H,Cars Prices,Fuel Types,Seats,Torque
Mitsubishi,Minicab MiEV,Electric Motor,16 kWh battery,64 hp,100 km/h,N/A,"$18,000 - $20,000",Electric,2,196 Nm
Mazda,Mazda3,2.0L SkyActiv-G,"2,000 cc",155 hp,200 km/h,8.9 sec,"$22,000 - $26,000",Petrol,5,213 Nm
Mazda,Mazda3 Hatchback,2.5L SkyActiv-G,"2,500 cc",186 hp,210 km/h,8.3 sec,"$24,000 - $28,000",Petrol,5,252 Nm
Mazda,Mazda6,2.5L Turbocharged,"2,500 cc",250 hp,240 km/h,6.4 sec,"$27,000 - $35,000",Petrol,5,420 Nm
Mazda,CX-3,2.0L SkyActiv-G,"2,000 cc",146 hp,180 km/h,9.5 sec,"$21,000 - $25,000",Petrol,5,197 Nm
Mazda,CX-30,2.5L SkyActiv-G,"2,500 cc",186 hp,204 km/h,8.7 sec,"$23,000 - $28,000",Petrol,5,252 Nm
Mazda,CX-5,2.5L SkyActiv-G,"2,500 cc",187 hp,200 km/h,8.8 sec,"$26,000 - $32,000",Petrol,5,252 Nm
Mazda,CX-50,2.5L Turbocharged,"2,500 cc",256 hp,220 km/h,6.9 sec,"$29,000 - $36,000",Petrol,5,434 Nm
Mazda,CX-8,2.2L Diesel,"2,200 cc",187 hp,200 km/h,9.2 sec,"$36,000 - $42,000",Diesel,7,450 Nm
Mazda,CX-9,2.5L Turbocharged,"2,500 cc",250 hp,210 km/h,7.2 sec,"$38,000 - $45,000",Petrol,7,420 Nm
Mazda,CX-90,3.3L Inline-6 Turbo,"3,300 cc",340 hp,240 km/h,6.2 sec,"$50,000 - $60,000",Petrol,7,500 Nm
Mazda,MX-5 Miata,2.0L SkyActiv-G,"2,000 cc",181 hp,225 km/h,6.5 sec,"$27,000 - $33,000",Petrol,2,205 Nm
Mazda,MX-5 Miata RF,2.0L SkyActiv-G,"2,000 cc",181 hp,225 km/h,6.5 sec,"$33,000 - $40,000",Petrol,2,205 Nm
Mazda,MX-30 Electric,Electric Motor,35.5 kWh battery,143 hp,140 km/h,9.7 sec,"$33,000 - $37,000",Electric,5,271 Nm
Mazda,CX-4,2.0L SkyActiv-G,"2,000 cc",158 hp,190 km/h,9.6 sec,"$22,000 - $28,000",Petrol,5,202 Nm
Mazda,CX-7,2.3L Turbocharged,"2,300 cc",244 hp,210 km/h,7.9 sec,"$28,000 - $33,000",Petrol,5,350 Nm
Mazda,Tribute,3.0L V6,"3,000 cc",200 hp,190 km/h,9.0 sec,"$24,000 - $30,000",Petrol,5,270 Nm
Mazda,B-Series Pickup,2.5L Diesel,"2,500 cc",143 hp,170 km/h,11.5 sec,"$20,000 - $25,000",Diesel,5,330 Nm
Mazda,BT-50,3.2L Turbo Diesel,"3,200 cc",200 hp,180 km/h,10.0 sec,"$27,000 - $35,000",Diesel,5,470 Nm
Mazda,RX-7,1.3L Rotary Twin-Turbo,"1,300 cc",276 hp,250 km/h,5.5 sec,"$30,000 - $50,000",Petrol,4,314 Nm
Mazda,RX-3,1.2L Rotary,"1,200 cc",110 hp,180 km/h,8.9 sec,"$15,000 - $20,000",Petrol,4,145 Nm
Mazda,RX-Vision Concept,Rotary SkyActiv-R,N/A,400 hp (est.),300 km/h (est.),N/A,N/A (Concept Only),Petrol (Hybrid),2,N/A
Mazda,323F,1.6L Inline-4,"1,600 cc",105 hp,180 km/h,10.5 sec,"$14,000 - $18,000",Petrol,5,145 Nm
Mazda,Familia Sedan,1.5L Inline-4,"1,500 cc",100 hp,175 km/h,11.0 sec,"$12,000 - $16,000",Petrol,5,135 Nm
Mazda,Premacy,2.0L Inline-4,"2,000 cc",138 hp,190 km/h,9.8 sec,"$18,000 - $24,000",Petrol,7,180 Nm
Mazda,Demio,1.5L SkyActiv-G,"1,500 cc",108 hp,180 km/h,10.2 sec,"$13,000 - $18,000",Petrol,5,142 Nm
Mazda,Millenia,2.3L Miller Cycle V6,"2,300 cc",210 hp,215 km/h,8.2 sec,"$25,000 - $30,000",Petrol,5,280 Nm
Mazda,Eunos Cosmo,2.0L Twin-Rotor Turbo,"2,000 cc",280 hp,240 km/h,6.0 sec,"$40,000 - $50,000",Petrol,4,300 Nm
Mazda,Atenza,2.5L SkyActiv-G,"2,500 cc",192 hp,210 km/h,8.5 sec,"$22,000 - $28,000",Petrol,5,252 Nm
Mazda,Roadpacer AP,1.3L Rotary,"1,300 cc",130 hp,170 km/h,11.5 sec,"$20,000 - $25,000",Petrol,5,165 Nm
Mazda,626,2.0L Inline-4,"2,000 cc",140 hp,190 km/h,9.5 sec,"$18,000 - $22,000",Petrol,5,180 Nm
Mazda,929,3.0L V6,"3,000 cc",205 hp,220 km/h,8.0 sec,"$25,000 - $30,000",Petrol,5,270 Nm
Mazda,Luce,1.8L Rotary,"1,800 cc",135 hp,180 km/h,10.5 sec,"$15,000 - $20,000",Petrol,5,170 Nm
Mazda,Capella,1.6L Inline-4,"1,600 cc",110 hp,175 km/h,11.2 sec,"$14,000 - $18,000",Petrol,5,145 Nm
Mazda,Carol,660cc Inline-3,660 cc,63 hp,140 km/h,15.5 sec,"$9,000 - $12,000",Petrol,4,90 Nm
Mazda,Autozam AZ-1,657cc Turbocharged Inline-3,657 cc,63 hp,140 km/h,11.0 sec,"$12,000 - $18,000",Petrol,2,85 Nm
Mazda,Spiano,660cc Inline-3,660 cc,54 hp,130 km/h,16.0 sec,"$8,000 - $10,000",Petrol,4,80 Nm
Mazda,Verisa,1.5L Inline-4,"1,500 cc",113 hp,170 km/h,11.0 sec,"$14,000 - $18,000",Petrol,5,140 Nm
Mazda,MX-6,2.5L V6,"2,500 cc",164 hp,210 km/h,8.8 sec,"$18,000 - $24,000",Petrol,4,215 Nm
Mazda,MPV,3.0L V6,"3,000 cc",200 hp,185 km/h,9.5 sec,"$25,000 - $30,000",Petrol,7,265 Nm
Mazda,Proceed Marvie,2.6L Inline-4,"2,600 cc",120 hp,160 km/h,12.0 sec,"$20,000 - $25,000",Petrol,5,200 Nm
Mazda,Sentia,3.0L V6,"3,000 cc",200 hp,200 km/h,9.0 sec,"$22,000 - $28,000",Petrol,5,265 Nm
Mazda,Cronos,2.5L V6,"2,500 cc",160 hp,190 km/h,8.5 sec,"$18,000 - $22,000",Petrol,5,210 Nm
Mazda,Scrum,660cc Inline-3,660 cc,63 hp,130 km/h,15.0 sec,"$9,000 - $11,000",Petrol,4,85 Nm
Mazda,Parkway,1.8L Inline-4,"1,800 cc",115 hp,160 km/h,12.5 sec,"$20,000 - $25,000",Petrol,5,155 Nm
Mazda,Titan (Truck),3.0L Inline-4,"3,000 cc",130 hp,120 km/h,15.0 sec,"$25,000 - $30,000",Diesel,2,300 Nm
Mazda,CX-60,2.5L Inline-4,"2,500 cc",187 hp,200 km/h,8.5 sec,"$40,000 - $45,000",Petrol/Diesel,5,250 Nm
Mazda,CX-80,3.0L Inline-6,"3,000 cc",250 hp,210 km/h,7.5 sec,"$45,000 - $50,000",Petrol,7,400 Nm
Mazda,T1500,1.5L Inline-4,"1,500 cc",75 hp,120 km/h,18.0 sec,"$15,000 - $18,000",Petrol,2,105 Nm
Mazda,Bongo Van,2.0L Inline-4,"2,000 cc",100 hp,160 km/h,14.0 sec,"$18,000 - $22,000",Petrol/Diesel,3,140 Nm
Mazda,Bongo Friendee,2.5L Inline-4,"2,500 cc",115 hp,160 km/h,12.5 sec,"$20,000 - $24,000",Petrol/Diesel,7,160 Nm
Mazda,Revue,1.3L Inline-4,"1,300 cc",75 hp,130 km/h,15.5 sec,"$10,000 - $12,000",Petrol,5,110 Nm
Mazda,Protegé,1.8L Inline-4,"1,800 cc",125 hp,185 km/h,9.0 sec,"$15,000 - $18,000",Petrol,5,170 Nm
Mazda,Xedos 6,2.5L V6,"2,500 cc",170 hp,215 km/h,8.5 sec,"$25,000 - $30,000",Petrol,5,230 Nm
Mazda,Xedos 9,3.0L V6,"3,000 cc",200 hp,220 km/h,7.5 sec,"$30,000 - $35,000",Petrol,5,260 Nm
Mazda,121,1.3L Inline-4,"1,300 cc",70 hp,155 km/h,13.0 sec,"$12,000 - $15,000",Petrol,5,110 Nm
Mazda,1200,1.2L Inline-4,"1,200 cc",60 hp,130 km/h,16.0 sec,"$10,000 - $12,000",Petrol,4,90 Nm
Mazda,1500,1.5L Inline-4,"1,500 cc",85 hp,145 km/h,14.0 sec,"$12,000 - $15,000",Petrol,5,120 Nm
Mazda,RX-2,1.3L Inline-2 (Wankel),"1,308 cc",130 hp,185 km/h,8.5 sec,"$20,000 - $25,000",Petrol,4,220 Nm
Mazda,RX-5,1.6L Inline-2 (Wankel),"1,588 cc",135 hp,190 km/h,8.0 sec,"$25,000 - $30,000",Petrol,4,210 Nm
Mazda,RX-7 Spirit R,1.3L Inline-2 (Wankel),"1,308 cc",280 hp,250 km/h,5.5 sec,"$35,000 - $40,000",Petrol,2,290 Nm
Mazda,Cosmo Sport (110S),1.0L Inline-2 (Wankel),"1,000 cc",110 hp,170 km/h,10.0 sec,"$30,000 - $35,000",Petrol,2,150 Nm
Mazda,Eunos 500,2.0L Inline-4,"1,998 cc",135 hp,200 km/h,9.0 sec,"$25,000 - $28,000",Petrol,5,170 Nm
Mazda,Eunos Roadster,1.6L Inline-4,"1,590 cc",116 hp,180 km/h,9.5 sec,"$15,000 - $18,000",Petrol,2,140 Nm
Mazda,Familia Astina,1.8L Inline-4,"1,800 cc",135 hp,200 km/h,8.5 sec,"$20,000 - $22,000",Petrol,5,170 Nm
Mazda,Savanna RX-7,1.3L Inline-2 (Wankel),"1,308 cc",165 hp,230 km/h,7.5 sec,"$28,000 - $32,000",Petrol,2,230 Nm
Mazda,Capella Cargo,2.0L Inline-4,"2,000 cc",115 hp,180 km/h,12.0 sec,"$18,000 - $22,000",Petrol,4,160 Nm
Mazda,818,1.6L Inline-4,"1,600 cc",100 hp,170 km/h,12.5 sec,"$14,000 - $18,000",Petrol,5,130 Nm
Mazda,Sentia Hardtop Coupe,2.5L V6,"2,500 cc",160 hp,210 km/h,8.0 sec,"$30,000 - $35,000",Petrol,4,220 Nm
Mazda,Biante,2.0L Inline-4,"2,000 cc",150 hp,185 km/h,10.0 sec,"$22,000 - $26,000",Petrol,7,200 Nm
Mazda,Premacy Hydrogen RE Hybrid,1.3L Wankel + Electric,"1,308 cc",200 hp,180 km/h,9.5 sec,"$40,000 - $45,000",Hybrid,5,260 Nm
Mazda,Carol P360,0.36L Inline-2,360 cc,26 hp,85 km/h,35.0 sec,"$8,000 - $10,000",Petrol,4,45 Nm
Mazda,T2000,2.0L Inline-4,"2,000 cc",110 hp,170 km/h,12.5 sec,"$18,000 - $20,000",Petrol,2,160 Nm
Mazda,AZ-Offroad,1.3L Inline-4,"1,298 cc",85 hp,145 km/h,12.0 sec,"$15,000 - $18,000",Petrol,5,130 Nm
Mazda,Scrum Wagon,0.66L Inline-3,657 cc,64 hp,120 km/h,15.5 sec,"$10,000 - $12,000",Petrol,4,95 Nm
Mazda,Persona,1.5L Inline-4,"1,497 cc",92 hp,160 km/h,13.5 sec,"$13,000 - $16,000",Petrol,5,130 Nm
Mazda,Astina,1.8L Inline-4,"1,800 cc",140 hp,190 km/h,8.5 sec,"$20,000 - $24,000",Petrol,5,160 Nm
Mazda,Etude,1.6L Inline-4,"1,598 cc",105 hp,170 km/h,10.0 sec,"$14,000 - $16,000",Petrol,5,135 Nm
Mazda,Porter,1.5L Inline-4,"1,497 cc",95 hp,130 km/h,14.0 sec,"$12,000 - $15,000",Petrol,2,130 Nm
Mazda,MX-3,1.6L Inline-4,"1,598 cc",130 hp,190 km/h,8.5 sec,"$18,000 - $22,000",Petrol,4,140 Nm
Mazda,MX-5 Superlight Concept,1.8L Inline-4,"1,798 cc",143 hp,200 km/h,7.5 sec,"$30,000 - $35,000",Petrol,2,160 Nm
Mazda,Premacy Hydrogen RE,1.3L Wankel + Electric,"1,308 cc",200 hp,180 km/h,9.5 sec,"$40,000 - $45,000",Hybrid,5,260 Nm
Mazda,Bongo Truck,2.0L Inline-4,"1,998 cc",120 hp,130 km/h,15.0 sec,"$15,000 - $18,000",Petrol,2,150 Nm
Mazda,Rotary Pickup,1.3L Wankel Rotary Engine,"1,308 cc",130 hp,150 km/h,14.5 sec,"$18,000 - $22,000",Petrol,2,160 Nm
Mazda,Luce Rotary Coupe,1.3L Wankel Rotary Engine,"1,308 cc",135 hp,175 km/h,12.0 sec,"$25,000 - $30,000",Petrol,4,180 Nm
Mazda,Millenia S,2.5L V6,"2,500 cc",200 hp,220 km/h,8.0 sec,"$30,000 - $35,000",Petrol,5,250 Nm
Mazda,787B (Race Car),2.6L Wankel Rotary Engine,"2,620 cc",700 hp,320 km/h,3.5 sec,"$5,000,000 - $7,000,000",Petrol,1,500 Nm
Toyota,Crown Signia,2.5L Hybrid I4,2487 cc,240 hp,180 km/h,7.6 sec,"$43,590 – $48,000",Hybrid (Gas + Electric),5,239 Nm
Toyota,4Runner (6th Gen),2.4L Turbo I4 (i-FORCE MAX Hybrid),2393 cc + Battery,326 hp,180 km/h,6.8 sec,"$50,000 ",Hybrid,7,630 Nm
Toyota,Corolla Cross,2.0L Gas / 2.0L Hybrid,1987 cc / Hybrid batt,169 – 196 hp,190 km/h,8.0 – 9.2 sec,"$25,210 – $29,135",Gas / Hybrid,5,190 – 210 Nm
Toyota,C-HR+ ,1.8L / 2.0L Hybrid,1798 / 1987 cc + batt,140 – 198 hp,180 km/h,7.9 – 10.5 sec,"€ 33,000",Hybrid,5,190 – 205 Nm
Toyota,RAV4 (6th Gen),2.5L Hybrid / Plug-in Hybrid,2487 cc + batt,219 – 302 hp,200 km/h,6.0 – 8.1 sec,"$29,000 – $43,000",Hybrid / Plug-in,5,221 – 400 Nm
